a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.linkquality	a.linklowquality	a.commentsnotes	a.rank	m._domain_url	m._ql_title	m._unkvalue	m._control	m._ql_url
raija	122	122	b34edddc38361e3f5a6dbbf3f6039aa9	1730http://www.rp.pl/	2015-03-23	ql20150318	5	Other	Foreign.	1	http://www.rp.pl/	R. Ziemkiewicz	n1730	1730	http://blog.rp.pl/ziemkiewicz/
raija	122	122	c81e4b0f678f1694928cd63d34553be9	1731http://www.rp.pl/	2015-03-23	ql20150318	5	Other	Foreign.	2	http://www.rp.pl/	Ekonomia	n1731	1731	http://ekonomia.rp.pl/
raija	122	122	de381e6abe417ef1082b9ef9d7995ae5	1734http://www.rp.pl/	2015-03-23	ql20150318	5	Other	Foreign.	5	http://www.rp.pl/	A Polish Business ...	n1734	1734	http://www.rp.pl/temat/2.html
raija	122	122	eb4fe3e2f50869d0af12f4c60b889174	1729http://www.rp.pl/	2015-03-23	ql20150318	5	Other	Foreign.	0	http://www.rp.pl/	Blog Rzeczpospolitej	n1729	1729	http://blog.rp.pl/
raija	124	124	1780d25177898d6af668047a26d6a76c	1287http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		4	http://www.joslin.org/	Carbohydrate Counting	n1287	1287	http://www.joslin.org/info/Carbohydrate_Counting_101.html
raija	124	124	32c9b65f281aeee0660942a593346f40	1283http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		0	http://www.joslin.org/	BMI	n1283	1283	http://aadi.joslin.org/content/bmi-calculator
raija	124	124	6653c6fb04d53764c5575a78e18a2cd7	1286http://www.joslin.org/	2015-03-23	ql20150318	2			3	http://www.joslin.org/	Diabetes Information	n1286	1286	http://www.joslin.org/diabetes-information.html
raija	124	124	6b5188bb8fe6e6c16ec74d765e787160	1285http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		2	http://www.joslin.org/	Boston	n1285	1285	http://www.joslin.org/about/boston.html
raija	124	124	76058f54a17c025ea88f7aa814b01e4a	1289http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		6	http://www.joslin.org/	Dosing Insulin	n1289	1289	https://www.joslin.org/info/dosing-insulin.html
raija	124	124	a1914cebfc46f295c75159b41743e406	1284http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		1	http://www.joslin.org/	New Guidelines For Blood ...	n1284	1284	http://blog.joslin.org/2014/01/new-guidelines-for-blood-pressure/
raija	124	124	fb9f157828da793cecce4406459ef98d	1288http://www.joslin.org/	2015-03-23	ql20150318	3	Topic too specific		5	http://www.joslin.org/	What Is Pre-diabetes?	n1288	1288	http://www.joslin.org/info/what_is_pre_diabetes.html
raija	135	135	0187565a71438b55d69ac435c534b8e2	324http://littlerock.craigslist.org/	2015-03-25	ql20150318	2			6	http://littlerock.craigslist.org/	General - By Owner	n324	324	http://littlerock.en.craigslist.org/for/
raija	135	135	484512772580f63ed91c7b106b5ad8bc	322http://littlerock.craigslist.org/	2015-03-25	ql20150318	2		Links to the same page as in #6.	4	http://littlerock.craigslist.org/	Little Rock Farm & Garden	n322	322	http://littlerock.craigslist.org/search/gra
raija	135	135	4f4701258baa14b762f40c617f1cabed	318http://littlerock.craigslist.org/	2015-03-25	ql20150318	2			0	http://littlerock.craigslist.org/	Cars & Trucks - By Owner	n318	318	http://littlerock.craigslist.org/cto/
raija	135	135	69105fe3e16dc62f8d87cf16a3efa90c	323http://littlerock.craigslist.org/	2015-03-25	ql20150318	2		Links to the same page as in #5.	5	http://littlerock.craigslist.org/	farm garden	n323	323	http://littlerock.craigslist.org/search/gra
raija	135	135	961732b162d1af0ec253ccc71abe9917	319http://littlerock.craigslist.org/	2015-03-25	ql20150318	1			1	http://littlerock.craigslist.org/	Cars & Trucks	n319	319	http://littlerock.craigslist.org/i/autos
raija	135	135	a5bd9a447dd18591dce15f6afbae9942	321http://littlerock.craigslist.org/	2015-03-25	ql20150318	2			3	http://littlerock.craigslist.org/	Furniture	n321	321	http://littlerock.craigslist.org/search/fua
raija	135	135	eb6788189291838376b3e8c47a39b021	320http://littlerock.craigslist.org/	2015-03-25	ql20150318	2			2	http://littlerock.craigslist.org/	Boats	n320	320	http://littlerock.craigslist.org/search/boo
raija	137	137	213bf27c20f2d4f2b172966299736d2d	526http://ripco.org/	2015-03-23	ql20150318	2			2	http://ripco.org/	Hours & Locations	n526	526	https://ripco.org/about-us/hours-locations/
raija	137	137	344109b8369de7310753e121042bb07f	528http://ripco.org/	2015-03-23	ql20150318	1			4	http://ripco.org/	Loans	n528	528	https://ripco.org/loans/
raija	137	137	6d00736dba4f4d6f2501086ee1d941f8	525http://ripco.org/	2015-03-23	ql20150318	3	Topic too specific		1	http://ripco.org/	Career Opportunities	n525	525	https://ripco.org/about-us/career-opportunities/
raija	137	137	6dbf736fcdc17857b4c8d5cbaed754eb	527http://ripco.org/	2015-03-23	ql20150318	1			3	http://ripco.org/	Accounts	n527	527	https://ripco.org/accounts/
raija	137	137	84183d17df899ba742316937671c425e	524http://ripco.org/	2015-03-23	ql20150318	5	404		0	http://ripco.org/	Security	n524	524	http://www.ripco.org/security.htm
raija	137	137	a01ea5d4a382736e5c669554dd3d2ae0	529http://ripco.org/	2015-03-23	ql20150318	3	Topic too specific		5	http://ripco.org/	Calculators	n529	529	https://ripco.org/loans/calculators/
raija	137	137	c994795877d62fd27deb0ee343457541	530http://ripco.org/	2015-03-23	ql20150318	2			6	http://ripco.org/	Online Banking	n530	530	https://ripco.org/services/online-banking/
raija	138	138	35550b9d90635a9511d13c6121969270	1717http://www.rferl.org/	2015-03-24	ql20150318	3	Topic too specific		3	http://www.rferl.org/	Budapest Memorandum	n1717	1717	http://www.rferl.org/content/ukraine-explainer-budapest-memorandum/25280502.html
raija	138	138	42f51e2bfdc6a1be6ff286a0ee54cc74	1716http://www.rferl.org/	2015-03-24	ql20150318	3	Topic too specific		2	http://www.rferl.org/	Gold	n1716	1716	http://www.rferl.org/content/explainer-gold-price-drop/25031620.html
raija	138	138	46392aef04650d8b1e121b392c702761	1714http://www.rferl.org/	2015-03-24	ql20150318	3	Topic too specific		0	http://www.rferl.org/	Solidarity	n1714	1714	http://www.rferl.org/content/article/1060898.html
raija	138	138	9abbcdb03f4467a3306131d382fc3c23	1718http://www.rferl.org/	2015-03-24	ql20150318	3	Topic too specific		4	http://www.rferl.org/	Jobs	n1718	1718	http://www.rferl.org/jobs/
raija	138	138	ad12a461086d89c83e7e3a3af325962a	1715http://www.rferl.org/	2015-03-24	ql20150318	3	Topic too specific		1	http://www.rferl.org/	How Safe Are Electronic ...	n1715	1715	http://www.rferl.org/content/electronic-cigarettes-safety/24903852.html
raija	138	138	aed3d1f95c7b7a8e72ad40780a3f7e72	1719http://www.rferl.org/	2015-03-24	ql20150318	2			5	http://www.rferl.org/	Coverage Of Iran	n1719	1719	http://www.rferl.org/section/Iran/156.html
raija	138	138	bb0096d465279ff6a7c1564d1b588b76	1720http://www.rferl.org/	2015-03-24	ql20150318	2			6	http://www.rferl.org/	Ukraine	n1720	1720	http://www.rferl.org/section/Ukraine/164.html
raija	141	141	386275ba69be9ce2a354087365f0ac61	1779http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	Other	Page not found.	3	http://www.smartshoppersinc.com/	View Color Charts	n1779	1779	http://www.smartshoppersinc.com/HouseOfKolor/color_chart_hok.html
raija	141	141	3c23932745757efa828fb9b84448da17	1780http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	Other	Page not found.	4	http://www.smartshoppersinc.com/	Air Fittings/Couplers	n1780	1780	http://www.smartshoppersinc.com/air-fittings/air-fittings.html
raija	141	141	3d199bef7e796caf244c7ee427427959	1782http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	Other	Page not found.	6	http://www.smartshoppersinc.com/	Product Line	n1782	1782	http://www.smartshoppersinc.com/productline.html
raija	141	141	83247faa743a1d2053066efdabe67e57	1776http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	404	Error 403.	0	http://www.smartshoppersinc.com/	Catalog	n1776	1776	http://smartshoppersinc.com/catalog/
raija	141	141	a2abbfd3cf17b5f6cf7d5fbcd77070e8	1783http://www.smartshoppersinc.com/	2015-03-24	ql20150318	3	Topic too specific		7	http://www.smartshoppersinc.com/	3M Waxes, & Polishes	n1783	1783	http://www.smartshoppersinc.com/waxes-polishes-compounds/3m.html
raija	141	141	ae82b250e16172fa1a3b435b6c931a7d	1781http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	Other	Page not found.	5	http://www.smartshoppersinc.com/	Kirker Paint Chart	n1781	1781	http://www.smartshoppersinc.com/colorchartview2.HTML
raija	141	141	b4ea39fccd3a8aef3ba9d06307ef3e77	1777http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	404		1	http://www.smartshoppersinc.com/	Close	n1777	1777	http://smartshoppersinc.com/catalog/cart.php
raija	141	141	ce45efcb8a79e5368f17f19110946bfc	1778http://www.smartshoppersinc.com/	2015-03-24	ql20150318	5	Other	Page not found.	2	http://www.smartshoppersinc.com/	Automotive Finish	n1778	1778	http://www.smartshoppersinc.com/AutomotiveFinishes/AutomotiveFinishes.html
raija	155	155	51bbee713323c61e1a4e903d860de981	2070http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		5	http://www.wkdzradio.com/	On-air	n2070	2070	http://www.wkdzradio.com/On-Air/9592080
raija	155	155	a5a54d0070527bb8261ff349aa7edadf	2069http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		4	http://www.wkdzradio.com/	Fatal Accident On I-24	n2069	2069	http://www.wkdzradio.com/Fatal-Accident-On-I-24/11751338
raija	155	155	ba881585bc302ba2fb8920b029e7392c	2067http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		2	http://www.wkdzradio.com/	And Much More	n2067	2067	http://wkdzradio.com/pages/16013033.php
raija	155	155	bc957082ee5725d6b90d430ce9f5a64f	2065http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		0	http://www.wkdzradio.com/	Weather Radar	n2065	2065	http://wkdzradio.com/Weather-Radar/15465572
raija	155	155	c91b5b2a3909bcde769692373ea7409d	2068http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		3	http://www.wkdzradio.com/	Local News	n2068	2068	http://wkdzradio.com/pages/9733134.php
raija	155	155	cc42b126f6a8f80c90e7f4bed60dfe35	2066http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		1	http://www.wkdzradio.com/	Obituaries	n2066	2066	http://wkdzradio.com/pages/11800688.php
raija	155	155	dc3419c33d3f2ebae890ce6a285c8564	2071http://www.wkdzradio.com/	2015-03-24	ql20150318	4	Other	Homepage	6	http://www.wkdzradio.com/	Homepage	n2071	2071	http://www.wkdzradio.com/index.php
raija	155	155	f67f6682fca3cf3bcc7be52b9a30c471	2072http://www.wkdzradio.com/	2015-03-24	ql20150318	5	404		7	http://www.wkdzradio.com/	Local News	n2072	2072	http://www.wkdzradio.com/pages/9733134.php
raija	156	156	07d6060d6910cd087858d16901887a83	1944http://www.thetimesherald.com/	2015-03-24	ql20150318	5		Link is not specific for obituaries site, but for the home page.	6	http://www.thetimesherald.com/	Obituaries	n1944	1944	http://www.thetimesherald.com/section/OBITUARIES/
raija	156	156	556d8bcd6bc0cd5d73df9a5579bae017	1938http://www.thetimesherald.com/	2015-03-24	ql20150318	5	404		0	http://www.thetimesherald.com/	Classifieds	n1938	1938	http://classifieds.thetimesherald.com/osform/MVCCService?osform_template=/standard/Front.oft&amp;publication=porthuron
raija	156	156	58ee7ead564af13f3921ef6449118070	1941http://www.thetimesherald.com/	2015-03-24	ql20150318	1		Duplicate with #5.	3	http://www.thetimesherald.com/	The Times Herald Sports ..	n1941	1941	http://thetimesherald.com/section/SPORTS
raija	156	156	8037475a2e032c4f93439eff62f07cb6	1939http://www.thetimesherald.com/	2015-03-24	ql20150318	2	Topic too specific		1	http://www.thetimesherald.com/	Events	n1939	1939	http://search.thetimesherald.com/localevents
raija	156	156	88429ae94fe6d55864edc57aa7fc4447	1943http://www.thetimesherald.com/	2015-03-24	ql20150318	5		Links not to the local news, but to the same Main News site as in #3.	5	http://www.thetimesherald.com/	The Times Herald Local ...	n1943	1943	http://www.thetimesherald.com/section/NEWS01/Local-News
raija	156	156	da720ef2c86ea602794073d9baf5278b	1940http://www.thetimesherald.com/	2015-03-24	ql20150318	1		Links to the same News site as in #6.	2	http://www.thetimesherald.com/	News	n1940	1940	http://thetimesherald.com/news
raija	156	156	f3ba160f32ab48c949ce1cee58850835	1942http://www.thetimesherald.com/	2015-03-24	ql20150318	1		Duplicate with #4.	4	http://www.thetimesherald.com/	The Times Herald Sports ...	n1942	1942	http://thetimesherald.com/section/SPORTS
raija	169	169	6676a3353ebe876c45770ee52907c5b8	1710http://www.remax.com/	2015-03-20	ql20150318	2			5	http://www.remax.com/	Get Advice	n1710	1710	http://www.remax.com/c/real-estate-advice
raija	169	169	68bdbb92e45ca914bbe5f1420d5b7e9c	1713http://www.remax.com/	2015-03-20	ql20150318	3		Duplicate with #3. Link for Pennsylvania Real Estate Listings. Good QL if you&#39;re in PA, not otherwise.	8	http://www.remax.com/	Pennsylvania Real Estate	n1713	1713	http://www.remax.com/realestatehomesforsale/pa-sitemap.html
raija	169	169	694c347f6c9802519ec723f71baf8c4c	1712http://www.remax.com/	2015-03-20	ql20150318	3	Topic too specific	Link for Colorado Real Estate Listings. Good QL if you&#39;re in CO, not otherwise.	7	http://www.remax.com/	Colorado	n1712	1712	http://www.remax.com/realestatehomesforsale/co-sitemap.html
raija	169	169	6c66ad499f5b9aff1eace089b1625258	1706http://www.remax.com/	2015-03-20	ql20150318	3	Topic too specific	Link for Ohio Real Estate Listings. Good QL if you&#39;re in OH, not otherwise.	1	http://www.remax.com/	Ohio Real Estate	n1706	1706	http://remax.com/realestatehomesforsale/oh-sitemap.html
raija	169	169	7b9e8ab57e2351b1736edbc1813baa1f	1705http://www.remax.com/	2015-03-20	ql20150318	1		duplicate with #4	0	http://www.remax.com/	Property Search	n1705	1705	http://remax.com/advancedsearch
raija	169	169	8328d52a7090eeb9ae069dc2912ee4de	1711http://www.remax.com/	2015-03-20	ql20150318	1			6	http://www.remax.com/	Agents/Offices	n1711	1711	http://www.remax.com/officeagentsearch/
raija	169	169	c38704881a5bc70ddee010c4bb93be2f	1708http://www.remax.com/	2015-03-20	ql20150318	1		duplicate with #1	3	http://www.remax.com/	Property Search	n1708	1708	http://www.remax.com/advancedsearch/
raija	169	169	c3a49ebbcdcac41d9c6bbdf214b9781b	1707http://www.remax.com/	2015-03-20	ql20150318	3		Duplicate with #9. Link for Pennsylvania Real Estate Listings. Good QL if you&#39;re in PA, not otherwise.	2	http://www.remax.com/	Homes For Sale in PA	n1707	1707	http://remax.com/realestatehomesforsale/pa-sitemap.html
raija	169	169	f518769d27495e0f21ff6004ff82ded7	1709http://www.remax.com/	2015-03-20	ql20150318	2			4	http://www.remax.com/	About RE/MAX	n1709	1709	http://www.remax.com/c/about/remax-story
raija	173	173	09a364de734066eebe026aee262e1947	469http://pbskids.org/	2015-03-23	ql20150318	1			7	http://pbskids.org/	Games	n469	469	http://pbskids.org/games/
raija	173	173	1222dbe4d909d2fe9d84c247e2ee6563	467http://pbskids.org/	2015-03-23	ql20150318	3	Other	Not one of the most popular PBS Kids games. Duplicate with #5.	5	http://pbskids.org/	Dinosaur Train	n467	467	http://pbskids.org/dinosaurtrain/
raija	173	173	29fb486ab3adfc8fb7a81759787f4008	472http://pbskids.org/	2015-03-23	ql20150318	3	Other	Not one of the most popular PBS Kids games.	10	http://pbskids.org/	Wild Kratts	n472	472	http://pbskids.org/wildkratts
raija	173	173	42c554c078ffcbcd20957afd0614fe8f	466http://pbskids.org/	2015-03-23	ql20150318	3	Other	Not one of the most popular PBS Kids games. Duplicate with #6.	4	http://pbskids.org/	Dinosaur Train	n466	466	http://pbskids.org/dinosaurtrain
raija	173	173	45b7702d763e603e55cf0c3b4d2168d0	468http://pbskids.org/	2015-03-23	ql20150318	3	Other	Not one of the most popular PBS Kids games	6	http://pbskids.org/	The Electric Company	n468	468	http://pbskids.org/electriccompany
raija	173	173	737d5fa4614d0b4e128e3134498f7a4b	471http://pbskids.org/	2015-03-23	ql20150318	1		Duplicate with #9.	9	http://pbskids.org/	Video	n471	471	http://pbskids.org/video/
raija	173	173	761fd0cf33bc0c292127d53a50c03efd	464http://pbskids.org/	2015-03-23	ql20150318	2		Duplicate with #2.	2	http://pbskids.org/	Curious George	n464	464	http://pbskids.org/curiousgeorge/
raija	173	173	88b88919fc51dbdaafd21f5edfeccc75	470http://pbskids.org/	2015-03-23	ql20150318	1		Duplicate with #10.	8	http://pbskids.org/	Videos	n470	470	http://pbskids.org/video
raija	173	173	94aee97deab56bdc20acc0a594187635	462http://pbskids.org/	2015-03-23	ql20150318	2			0	http://pbskids.org/	The Cat in the Hat	n462	462	http://pbskids.org/catinthehat
raija	173	173	a6363aa82482f9c5ac81edda855ca373	463http://pbskids.org/	2015-03-23	ql20150318	2		Duplicate with #3.	1	http://pbskids.org/	Curious George	n463	463	http://pbskids.org/curiousgeorge
raija	173	173	f45c99305e89d52aa5ebbc1ae8db2f15	465http://pbskids.org/	2015-03-23	ql20150318	3	Other	Not one of the most popular PBS Kids games.	3	http://pbskids.org/	Daniel Tiger's Neighborhood	n465	465	http://pbskids.org/daniel/
raija	191	191	109551592875870f2b3fc90ffc36768b	1248http://www.indianagazette.com/	2015-03-24	ql20150318	2			3	http://www.indianagazette.com/	Obituaries	n1248	1248	http://indianagazette.com/news/obituaries
raija	191	191	31fe36b2568c6ebeebf82b0e4fbeadaf	1250http://www.indianagazette.com/	2015-03-24	ql20150318	1		Duplicate with link #5.	5	http://www.indianagazette.com/	Jobs - The Indiana ...	n1250	1250	http://jobs.indianagazette.com
raija	191	191	640c48f15719a7c5be9feb1a81771c0d	1249http://www.indianagazette.com/	2015-03-24	ql20150318	1		Duplicate with link #6.	4	http://www.indianagazette.com/	Jobs - The Indiana ..	n1249	1249	http://jobs.indianagazette.com
raija	191	191	acc2cf29fc4928c07110ac30a7a122c2	1245http://www.indianagazette.com/	2015-03-24	ql20150318	2		Duplicate with link #2.	0	http://www.indianagazette.com/	County News	n1245	1245	http://indianagazette.com/news/indiana-news
raija	191	191	c1485223b5f069e5074d3a01bb74a80b	1246http://www.indianagazette.com/	2015-03-24	ql20150318	2		Duplicate with link #3.	1	http://www.indianagazette.com/	Indiana County News	n1246	1246	http://indianagazette.com/news/indiana-news
raija	191	191	c1d6235f117f628e4dda5608131b85d8	1251http://www.indianagazette.com/	2015-03-24	ql20150318	1			6	http://www.indianagazette.com/	Classifieds	n1251	1251	http://www.indianagazette.com/classifieds/
raija	191	191	f92a47228cda62ee571bcc4180e8428b	1247http://www.indianagazette.com/	2015-03-24	ql20150318	1			2	http://www.indianagazette.com/	Sports	n1247	1247	http://indianagazette.com/news/indiana-sports
raija	191	191	fa960f689a61471bbc6d94a6dfbd5d9d	1252http://www.indianagazette.com/	2015-03-24	ql20150318	1			7	http://www.indianagazette.com/	News	n1252	1252	http://www.indianagazette.com/news/
raija	197	197	01a7fc134e8d2e06800b1817b0a769f6	1021http://www.costcotravel.com/	2015-03-20	ql20150318	1		duplicate with #1.	1	http://www.costcotravel.com/	Rental Cars	n1021	1021	http://costcotravel.com/Rental-Cars
raija	197	197	5ef2e7ee261df0bea9cd9ace9f790129	1020http://www.costcotravel.com/	2015-03-20	ql20150318	1		duplicate with #2.	0	http://www.costcotravel.com/	Rental Car Low Price ..	n1020	1020	http://costcotravel.com/Rental-Cars
raija	197	197	859bf74f0196b722bc3324e6e512d3bf	1022http://www.costcotravel.com/	2015-03-20	ql20150318	3	Topic too specific		2	http://www.costcotravel.com/	Alamo	n1022	1022	http://costcotravel.com/Rental-Cars/Alamo
raija	197	197	a938fb3ac529bf12bceb84a99c2f282f	1026http://www.costcotravel.com/	2015-03-20	ql20150318	3	Topic too specific		6	http://www.costcotravel.com/	Oahu	n1026	1026	http://www.costcotravel.com/Vacation-Packages/Hawaii/Oahu
raija	197	197	b95c5192e403ebcabae30c9e53b9d117	1024http://www.costcotravel.com/	2015-03-20	ql20150318	3	Topic too specific		4	http://www.costcotravel.com/	Cancun	n1024	1024	http://costcotravel.com/Vacation-Packages/Mexico/Cancun
raija	197	197	f308e8ec0c66c32433111285401cae7d	1023http://www.costcotravel.com/	2015-03-20	ql20150318	1			3	http://www.costcotravel.com/	Vacation Packages	n1023	1023	http://costcotravel.com/Vacation-Packages
raija	197	197	f8397eb976cb1b42d5dc500da34ed6a9	1025http://www.costcotravel.com/	2015-03-20	ql20150318	3	Topic too specific		5	http://www.costcotravel.com/	Los Cabos	n1025	1025	http://costcotravel.com/Vacation-Packages/Mexico/Los-Cabos
raija	200	200	05a10a408447a637f826b4c4f89afc22	1399http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	1		Links to same page as in #7.	1	http://www.marshfieldnewsherald.com/	News	n1399	1399	http://marshfieldnewsherald.com/news
raija	200	200	07a1881048bc1bfa9f9ea96b460a6041	1402http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	2			4	http://www.marshfieldnewsherald.com/	Events	n1402	1402	http://search.marshfieldnewsherald.com/localevents
raija	200	200	258f7be06dfeb0e61f3b95bba102cf16	1400http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	2			2	http://www.marshfieldnewsherald.com/	Obituaries Search	n1400	1400	http://marshfieldnewsherald.com/obituaries
raija	200	200	298594f2d566468bb74e599300c1fdbd	1398http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	2			0	http://www.marshfieldnewsherald.com/	Classifieds	n1398	1398	http://classifieds.marshfieldnewsherald.com/index.php
raija	200	200	3a26497ef6acab1289e93abe1f8f4780	1406http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	1		Links to same page as in #4.	8	http://www.marshfieldnewsherald.com/	Sports	n1406	1406	http://www.marshfieldnewsherald.com/sports/
raija	200	200	3c029e04b9e2d0ad7206ab02b6782c5e	1404http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	1		Links to same page as in #2.	6	http://www.marshfieldnewsherald.com/	News	n1404	1404	http://www.marshfieldnewsherald.com/news/
raija	200	200	6634db73eb1e9f70a6043b5d9000f8cf	1405http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	3	Topic too specific		7	http://www.marshfieldnewsherald.com/	Contact Us	n1405	1405	http://www.marshfieldnewsherald.com/section/help
raija	200	200	6a99a611943ac51211bd1ceecffd8879	1401http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	1		Links to same page as in #9.	3	http://www.marshfieldnewsherald.com/	Sports	n1401	1401	http://marshfieldnewsherald.com/sports
raija	200	200	7d8e856a72c3212e5362e2d4bdddc627	1403http://www.marshfieldnewsherald.com/	2015-03-25	ql20150318	1			5	http://www.marshfieldnewsherald.com/	Life	n1403	1403	http://www.marshfieldnewsherald.com/life/
raija	203	203	0d6728fa9a10212ef06e130e74dbc97a	2362https://www.cnbtx.net/	2015-03-26	ql20150318	3	Topic too specific		5	https://www.cnbtx.net/	Community Center	n2362	2362	https://www.cnbtx.net/community-center.aspx
raija	203	203	218c4071b99cb00c149e6fc6426903dc	2357https://www.cnbtx.net/	2015-03-26	ql20150318	1		Links to same page as QL #3.	0	https://www.cnbtx.net/	Online Banking	n2357	2357	http://cnbtx.net/online-banking.aspx
raija	203	203	2ac0f2f3b915694dcd00bc94dc8e211f	2359https://www.cnbtx.net/	2015-03-26	ql20150318	1		Links to same page as QL #1.	2	https://www.cnbtx.net/	Online Banking	n2359	2359	http://www.cnbtx.net/online-banking.aspx
raija	203	203	a3c93e7747ed964892c90f6a896ab81e	2364https://www.cnbtx.net/	2015-03-26	ql20150318	1			7	https://www.cnbtx.net/	Locations & Hours	n2364	2364	https://www.cnbtx.net/locations.aspx
raija	203	203	ac14b7daf850e04e06ed6b3abcee4fb6	2360https://www.cnbtx.net/	2015-03-26	ql20150318	1			3	https://www.cnbtx.net/	About Us	n2360	2360	https://www.cnbtx.net/about-us.aspx
raija	203	203	cf91e50394c9ff734b7bc7ddb60e32a1	2358https://www.cnbtx.net/	2015-03-26	ql20150318	3	Topic too specific		1	https://www.cnbtx.net/	CNB Gift Cards	n2358	2358	http://www.cnbtx.net/cnb-gift-cards.aspx
raija	203	203	e02d5a251f489c1176a9234969a5a00c	2363https://www.cnbtx.net/	2015-03-26	ql20150318	1			6	https://www.cnbtx.net/	Contact Us	n2363	2363	https://www.cnbtx.net/contact-us.aspx
raija	203	203	f4e3e280cd9fe1af9a79b304047e3b58	2361https://www.cnbtx.net/	2015-03-26	ql20150318	3	Topic too specific		4	https://www.cnbtx.net/	Checking	n2361	2361	https://www.cnbtx.net/checking-and-savings.aspx
raija	207	207	417df765024923dd55dd8c7759a3a30e	1599http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	5	404		2	http://www.plazacutlery.com/home.aspx	Lay Main	n1599	1599	http://www.plazacutlery.com/Lay/LayMain.htm
raija	207	207	7f587449bec2692189cc124a1bfa5e37	1600http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	5	404		3	http://www.plazacutlery.com/home.aspx	Stridermainpage	n1600	1600	http://www.plazacutlery.com/Strider/Stridermainpage.htm
raija	207	207	8d2eec24684696ceb1e9814dcd7f7709	1597http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	2			0	http://www.plazacutlery.com/home.aspx	Blog	n1597	1597	http://blog.plazacutlery.com/
raija	207	207	a7fac50d46b791539f646966bebfb03e	1603http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	3	Topic too specific		6	http://www.plazacutlery.com/home.aspx	View All	n1603	1603	http://www.plazacutlery.com/storefront/listproducts.aspx?idcategory=1344&amp;viewmode=all
raija	207	207	e452d25116c8fad76c67ec07808ad1bb	1601http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	1			4	http://www.plazacutlery.com/home.aspx	Contact Us	n1601	1601	http://www.plazacutlery.com/storefront/contactus.aspx
raija	207	207	f05ddda42ad13b4d18901905ee55c7fa	1598http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	1			1	http://www.plazacutlery.com/home.aspx	New Products	n1598	1598	http://plazacutlery.com/storefront/newitem.aspx
raija	207	207	f163faac72617b6642b87fdb6a206446	1602http://www.plazacutlery.com/home.aspx	2015-03-23	ql20150318	2			5	http://www.plazacutlery.com/home.aspx	My Account	n1602	1602	http://www.plazacutlery.com/storefront/customerauthenticateform.aspx
raija	211	211	0de946f93fe4862711885b89837fdb1b	505http://portland.backpage.com/	2015-03-25	ql20150318	3	Topic too specific	Links to the same page as in #6.	4	http://portland.backpage.com/	Massage	n505	505	http://portland.backpage.com/TherapeuticMassage
raija	211	211	443485cdafe24f12555dada93c4bd28e	507http://portland.backpage.com/	2015-03-25	ql20150318	3	Topic too specific		6	http://portland.backpage.com/	Transsexual Escorts	n507	507	http://portland.backpage.com/TranssexualEscorts/
raija	211	211	4f2cf58e9ade9febea4e09c9d3c17021	503http://portland.backpage.com/	2015-03-25	ql20150318	4	Topic too specific		2	http://portland.backpage.com/	Portland	n503	503	http://portland.backpage.com/FemaleEscorts/?keyword=beaverton
raija	211	211	7ae1b01bfb0789fb6ff5831336539942	502http://portland.backpage.com/	2015-03-25	ql20150318	3	Topic too specific		1	http://portland.backpage.com/	Female Escorts	n502	502	http://portland.backpage.com/FemaleEscorts
raija	211	211	7bba5daaa4a2db59308b4bca667e1cc5	506http://portland.backpage.com/	2015-03-25	ql20150318	3	Topic too specific	Links to the same page as in #5.	5	http://portland.backpage.com/	Therapeutic Massage	n506	506	http://portland.backpage.com/TherapeuticMassage
