a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.qlvalue	a.rank
samanthashook	331	331	5b9820ead45e8843fee2ce0a876ad20a	526https://maps.yahoo.com/	2014-12-11	qlpatch	Uncertain	3
samanthashook	331	331	645c26fdf46686462ba21e3a549ca97d	527https://maps.yahoo.com/	2014-12-11	qlpatch	Definitely NO	4
samanthashook	331	331	6c1b5f5706cecd579ce0bfaff8f5a399	524https://maps.yahoo.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	331	331	9a9edfaff852bac986bad0cded014426	525https://maps.yahoo.com/	2014-12-11	qlpatch	Definitely NO	2
samanthashook	334	334	7570d257fd0a35bb3ac928b9b536f612	540http://www.century21.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	334	334	8c039d3402a4d95dbf6dcb155d3be976	537http://www.century21.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	334	334	c298fc6b4b9e280f8341b701ab19c0f8	538http://www.century21.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	334	334	db644e9e603106e6281c90ac47ace87f	539http://www.century21.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	334	334	e60868af41c7c19151e7cf01368e573a	541http://www.century21.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	336	336	f4a98bd0337fe247dd95c4125d7e8102	1759http://www.chipotle.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	338	338	03561660c23cb69128dd8373dc135de0	1762http://www.lindsaylohan.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	338	338	184244839140cda854d4589a3677517d	1760http://www.lindsaylohan.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	338	338	2af609ea5ac11a5332d9b77333f2ac1e	1763http://www.lindsaylohan.com/	2014-12-10	qlpatch	Definitely NO	3
samanthashook	338	338	723aeaa60cd571d99da146e29dbaa08d	1761http://www.lindsaylohan.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	338	338	ff350227907b1b3823da648470da583f	1764http://www.lindsaylohan.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	342	342	41b8070db846248fc2261b6b051a1e8f	1771http://www.potterybarnkids.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	344	344	19e675b2203b59ceb04185690be2f81d	562http://wordpress.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	344	344	91b900bdb91e3a5a11ed2183ad3165fe	561http://wordpress.com/	2014-12-10	qlpatch	Definitely NO	1
samanthashook	344	344	ca47bf701a6970224c6aa40eebc66faa	560http://wordpress.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	344	344	f572b30eac6a550295c42d5fb729edf0	563http://wordpress.com/	2014-12-10	qlpatch	NJ	3
samanthashook	345	345	53540671fd284dd54a980600b9392d5c	1774http://www.usmagazine.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	345	345	6a911a286d0c23bdc92e141ed7fd1034	1773http://www.usmagazine.com/	2014-12-10	qlpatch	Definitely NO	1
samanthashook	345	345	a5e2e2aebdaede31f6729116d7c9105a	1772http://www.usmagazine.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	346	346	39a7e5634e917b7ebfc797e9cbaca48f	1777http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	346	346	3f016f292005a10a56c2a3d914889695	1776http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	346	346	450bc1df2627e4f930cbe0ae16dc810a	1775http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	346	346	6b67fb71f8ea74fe89ea9d0a00ea2f7f	1779http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	346	346	720eb5e387137649bf31e89a2327b04e	1778http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	346	346	9b6dac379f92e051ef1a567bbefe9b6d	1780http://www.bestwestern.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	347	347	6ece442d4e3672b44d982e1fb6ef14cd	1781http://www.lanebryant.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	348	348	2a945a031d516178557c521a13fda277	567http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	348	348	42183acecb69248b41016f7e1a414cdf	568http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	348	348	64e16eaba9d279368fc1191194f745d8	565http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	348	348	6d1005ff459921236610074d5ea35b14	569http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	348	348	74f471d96e632d4d22a40bf0b7726020	572http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	8
samanthashook	348	348	9ad0f77121c5f72c0f4dab862545f625	566http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	348	348	ab6a2f3faa9272043f25e6df2961d0d0	571http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	7
samanthashook	348	348	c7730a81ed860b43c56022b8d40c55db	564http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	348	348	f8205454cdc9ff849028df5dd8f6f5ce	570http://www.partycity.com/	2014-12-10	qlpatch	Uncertain	6
samanthashook	351	351	5982e59c626cd1df1345984bfcfa1b8e	579http://sfbay.craigslist.org/	2014-12-09	qlpatch	Uncertain	0
samanthashook	353	353	50d541c524fe34c9d60591423ce35297	1788http://usweekly.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	354	354	bc91557a242b6b92d38bc2d93d2caeec	1790http://www.victoriassecret.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	354	354	dd22ae93c50725e29725f77719e8f766	1791http://www.victoriassecret.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	354	354	e75d4a737bb15eeeb008488a15bfdc9e	1789http://www.victoriassecret.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	357	357	3207dc11183339f9c1957110cf08f8a3	597http://www.carnival.com/	2014-12-09	qlpatch	Uncertain	2
samanthashook	357	357	438e6843d8f66a8114141cf1890addae	598http://www.carnival.com/	2014-12-09	qlpatch	Uncertain	3
samanthashook	357	357	7b90b61129e81af5e3977be464475bf2	595http://www.carnival.com/	2014-12-09	qlpatch	Uncertain	0
samanthashook	357	357	d80e32e1b7ef8bb8748f98baedee80fe	596http://www.carnival.com/	2014-12-09	qlpatch	Uncertain	1
samanthashook	359	359	66e0d699ad69b666291804e6684d0151	610http://www.flalottery.com/	2014-12-11	qlpatch	Definitely NO	6
samanthashook	359	359	67f6b26fd21e6af54bd372a47c7bd06c	604http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	359	359	94e4caa5f5732d40a33bed61ff655c7e	607http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	3
samanthashook	359	359	b7d650330a8c31590f8da44fcf60002d	608http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	4
samanthashook	359	359	e5951036d2371be57132ba6c3d168d49	605http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	359	359	f08b5497fba85df2da58c81791bc45c9	609http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	5
samanthashook	359	359	f4112bc3922042cd43928e099cc22568	606http://www.flalottery.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	362	362	0ea7621717dc40c9d2c152e72f1f7cd8	611http://www.uhaul.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	362	362	834010ded140979ab9b42702c6ec0aba	613http://www.uhaul.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	362	362	dd39bece39ab42f619df27838c688cf7	612http://www.uhaul.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	363	363	07ddd70d88512e2269ca8c9d730117a8	1809http://www.autotrader.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	363	363	ecec17d0e0da00ba27c1719d6f92cae9	1808http://www.autotrader.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	368	368	0f2dbd3552763b8ab2ba8c23aad6384d	642http://www.marykay.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	368	368	659dc4c0e4005e1490bd3946d6afb033	644http://www.marykay.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	368	368	c572f76700c97a9bf54097e5370fd375	643http://www.marykay.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	371	371	0169c4f762d24f58492371edc40e54ae	1821http://scarlettjohansson.org/	2014-12-10	qlpatch	Uncertain	3
samanthashook	371	371	5156e89e909765182ffd17d4552de350	1818http://scarlettjohansson.org/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	371	371	54b0b3531b961b799b8e4285632acf20	1822http://scarlettjohansson.org/	2014-12-10	qlpatch	Uncertain	4
samanthashook	371	371	5d780027a739acf4c69a88c498bf3fc9	1819http://scarlettjohansson.org/	2014-12-10	qlpatch	Uncertain	1
samanthashook	371	371	c721c87e564188e6f2d281db71796f81	1820http://scarlettjohansson.org/	2014-12-10	qlpatch	Uncertain	2
samanthashook	376	376	23276aa16749110ece9e9c61274ec8b6	1835http://www.coachella.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	376	376	3f4d10758e0305ab364d4bf5bc584b42	1834http://www.coachella.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	376	376	82bee6d2dff8465337dddb5eb275e12a	1832http://www.coachella.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	376	376	90856c7973d4521973785937e6a50b4d	1830http://www.coachella.com/	2014-12-10	qlpatch	NJ	0
samanthashook	376	376	d92581e80454af75e69d377730aefbc4	1833http://www.coachella.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	376	376	dbb32142182b07ca0e100fd37107eb7a	1831http://www.coachella.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	378	378	0b1c094105ea2c9245f0d2a60724c1db	669http://www.delta.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	378	378	0ed90e5ac40512372ada4a2b1a7c675e	667http://www.delta.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	378	378	1b03113ef8140f9a82da89def0e4d0b9	668http://www.delta.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	378	378	1d4e3a691e46661d81c63348acd6b2ef	671http://www.delta.com/	2014-12-10	qlpatch	Uncertain	6
samanthashook	378	378	2cb79fb17069fbf2adfbc467aaf1b305	666http://www.delta.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	378	378	5e63ab5bfeb6cb032139a3d5c2b5f702	673http://www.delta.com/	2014-12-10	qlpatch	Uncertain	8
samanthashook	378	378	66daba254c92b73e32ff21d6353da10c	672http://www.delta.com/	2014-12-10	qlpatch	Uncertain	7
samanthashook	378	378	a0eb420fbb4d8f3ec0389c8f676a2290	665http://www.delta.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	378	378	af3e852e0e4e6b87f4c290ff2710f3da	670http://www.delta.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	384	384	7641f4834ebaa1517f0c768572ceba2f	1857http://www.aspartame.org/	2014-12-10	qlpatch	Uncertain	0
samanthashook	384	384	9b2b40ef99b6c827acfb4c64cb4f5133	1858http://www.aspartame.org/	2014-12-10	qlpatch	Uncertain	1
samanthashook	384	384	d4c734f8ea3e474dc540677b84825388	1861http://www.aspartame.org/	2014-12-10	qlpatch	Uncertain	4
samanthashook	384	384	dd12e019e63c074002bbe3197101b22a	1859http://www.aspartame.org/	2014-12-10	qlpatch	Uncertain	2
samanthashook	384	384	ecb3862328dc6cf9f9e2e2c0202d53a5	1860http://www.aspartame.org/	2014-12-10	qlpatch	Uncertain	3
samanthashook	395	395	093e9cc5f4785342916bf6718eea60df	1902http://www.buffalowildwings.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	395	395	53d4532a7ee4957f7e050f839e2c708d	1901http://www.buffalowildwings.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	395	395	8bc4aef0cce37e905810b2550a0e5043	1905http://www.buffalowildwings.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	395	395	9d23e42984bf0a3f6fda1984e119bbbd	1906http://www.buffalowildwings.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	395	395	a87bf523a79c364b7294b1761d440f7a	1903http://www.buffalowildwings.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	395	395	e826591c925e5cb049e20880343a4dca	1904http://www.buffalowildwings.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	397	397	7984becf3e6442974a57d7ec64cf3598	1915http://www.loft.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	397	397	8ff3c0ec491f5daf502f3a8dd1f497af	1913http://www.loft.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	397	397	b110b637a4a5a2e5b548170335354e17	1914http://www.loft.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	397	397	c64b2be41ce70b63fa24867c4bf4d92c	1916http://www.loft.com/	2014-12-11	qlpatch	NJ	3
samanthashook	399	399	93ae5785ae6bd82b4b3814d5dc47613e	1918http://www.humanbarbie.org/	2014-12-10	qlpatch	Definitely NO	1
samanthashook	399	399	ad2e678fbdc4c320fcc0e8b57e33e647	1917http://www.humanbarbie.org/	2014-12-10	qlpatch	Uncertain	0
samanthashook	401	401	7f5cb0879afaf507b808e3b6868eff2c	702http://www.photoshop.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	402	402	1c4cc032a3abd837f1568051325d9285	707http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	402	402	81fb852252ab0e699bb2ac585ff5a7e5	706http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	402	402	874437b6e2ece57747780de9810f2d90	708http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	402	402	a6849a755810e718ea309f3b00f2d92c	709http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	6
samanthashook	402	402	b112ceed329a79374df392380537c6ad	705http://www.beyonce.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	402	402	e7ed59f7fa8b76bc1086cdf9384c8611	704http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	402	402	f6d8950c400631b6110f579b81b5a720	703http://www.beyonce.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	406	406	48d653338da86d9126dbd19200446c06	712http://www.anntaylor.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	406	406	6cc612be2b5b5c8c63c507d3cc991c7d	714http://www.anntaylor.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	406	406	80717aad9a14a4375f46ac3762224f0e	713http://www.anntaylor.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	406	406	e81b00a5246681252f0cc6247a1f5d62	711http://www.anntaylor.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	406	406	f5b0afd9f04470ce9a9f0fd3a4b7373a	710http://www.anntaylor.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	414	414	93cabbaaa7fb5ee51356d56a8182210c	1951https://www.schwab.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	415	415	b55b4e4edcde329ab16cdebe1c3bf62d	736http://www.uggaustralia.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	415	415	dfd5d35531be5e94ecd6f57610a34362	737http://www.uggaustralia.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	415	415	eb3cf02f1b5bb044e65247ddab94641b	735http://www.uggaustralia.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	417	417	6cb1c947adb4e59902988bbee0f5e066	745http://www.horoscope.com/	2014-12-10	qlpatch	Definitely YES	2
samanthashook	417	417	bba9c90b7b7f80267085c8f148252c14	743http://www.horoscope.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	417	417	ccc5223fd4559d851a86bd2f6cb6508b	747http://www.horoscope.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	417	417	e0d537e47072832ebfa5ab5381a3a7d4	744http://www.horoscope.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	417	417	ff2ebdea18122aeacb39c3c9e7b04893	746http://www.horoscope.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	421	421	5f82d155cd8519956168eb5833389ac4	1960http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	7
samanthashook	421	421	63836249b5bbe84915b47d19ac0d9825	1953http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	421	421	8acac77cb9a3f5b339e0f05bb4d4eebf	1959http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	6
samanthashook	421	421	9c74a131e3e999daf4b4b53f55ab165e	1955http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	421	421	9e9a864d54ca117d38f16b62742bf03e	1957http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	421	421	a19c19dc50de1ba73f1b53d4ba593c6b	1962http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	9
samanthashook	421	421	a6dffee8cebd0bdb89b97cfb29615470	1956http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	421	421	aadbd71106f608c53753e5c3e78dc937	1961http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	8
samanthashook	421	421	d31f2805131131afa6673a408ecf6989	1958http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	421	421	fe68b2a9fe8e6d9b86b16c2e96417a1c	1954http://www.tvguide.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	423	423	08b76a6e19a616ea49838211975b5486	1971http://jenniferlawrencedaily.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	423	423	9d3a8d2d9f758ff73aefc20c9e73b263	1970http://jenniferlawrencedaily.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	423	423	d708c061cc3cf9edfa53192b4e0f6984	1969http://jenniferlawrencedaily.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	432	432	cf2c5c1dd1964b3f943d4c056b96f2ab	781http://www.funnyyoutubevideo.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	438	438	6777a9856145daf6a8316d72a41cea8d	790http://www.kohls.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	442	442	fca3835dada520faba70815e4025f1ee	808http://www.katyperry.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	443	443	5866421378883ae66751c35fae8f2c30	810http://www.pandora.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	443	443	5d4809909c934b9546f445faff9f20f6	811http://www.pandora.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	443	443	72f7b85f80b04be51699affd6abeb7d4	809http://www.pandora.com/	2014-12-11	qlpatch	NJ	0
samanthashook	443	443	a52b6167a7ca23dd6527b9464cb24892	812http://www.pandora.com/	2014-12-11	qlpatch	NJ	3
samanthashook	443	443	ca116bf4cdc2accc1c004827d72178b7	813http://www.pandora.com/	2014-12-11	qlpatch	Uncertain	4
samanthashook	443	443	e1448e253174093752c68ab7ad07a81e	814http://www.pandora.com/	2014-12-11	qlpatch	Uncertain	5
samanthashook	447	447	1680ec9e8b0f7c909c10d54be4e9bd36	825http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	3
samanthashook	447	447	3074b20b17128d3bbc19f0496655c75d	824http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	447	447	46301cfb62f067544c1c5e958d820695	827http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	5
samanthashook	447	447	955dabec490b0be70124fbb08fb7c6f6	823http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	1
samanthashook	447	447	9fef85498127aee23b01a4ba0b703994	826http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	4
samanthashook	447	447	a3e2edf8a5cb54522e391c42e6272c6f	822http://www.nicolerichie.com/	2014-12-10	qlpatch	NJ	0
samanthashook	447	447	e3c58f4d1cd706445ecc4d5b1df4d8d1	828http://www.nicolerichie.com/	2014-12-10	qlpatch	Definitely NO	6
samanthashook	449	449	9963bc83fbf849e366141f17cd615b70	829http://www.overstock.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	449	449	d79803122964286ddb7057ab0fa712fa	830http://www.overstock.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	459	459	33ba6a8bde84cc01278f6d400e05c88d	856http://www.pepboys.com/	2014-12-10	qlpatch	NJ	1
samanthashook	459	459	b28dafea52f0a72b4a363d47e4ef173d	857http://www.pepboys.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	459	459	c6216ebfb1e4811b3d6cdfc498b129f0	855http://www.pepboys.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	459	459	e599c0f0b0759fd68da4705bd4b37871	858http://www.pepboys.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	462	462	07bbbb67d1f4417fcbae02b557315324	2040http://www.chick-fil-a.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	462	462	0ccd06f50943d595579b3482b06758a7	2038http://www.chick-fil-a.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	462	462	49b272b1e98f8bb1d6ebcbf3d345f48d	2039http://www.chick-fil-a.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	462	462	6158e839181b23aa5297d5b12beab40c	2043http://www.chick-fil-a.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	462	462	bfa409677271a33cdf0021f33426d55c	2042http://www.chick-fil-a.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	462	462	d0e33eebf24f31d12fead82aa3e7e9a4	2041http://www.chick-fil-a.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	462	462	e83ff063af06a520d3782c1e0948dc1a	2044http://www.chick-fil-a.com/	2014-12-10	qlpatch	Definitely NO	6
samanthashook	464	464	ca1b3c5891173a4d30b18946adaf6d4a	2045http://www.kelliepickler.com/	2014-12-10	qlpatch	NJ	0
samanthashook	467	467	163e81b7b551a4da28fd51ed91e59ded	2055http://www.reversephonelookup.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	467	467	7fe279f4be62c6315fceaa0f0b4c6b12	2056http://www.reversephonelookup.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	467	467	a1d28e59f8c5a864da3e9a795aa57b54	2057http://www.reversephonelookup.com/	2014-12-11	qlpatch	Definitely NO	2
samanthashook	469	469	56d2c65ef5428e1ebd386a4b0fea1e24	883http://thechive.com/	2014-12-10	qlpatch	NJ	3
samanthashook	469	469	960bacc836e9e1af0e0032ed670236d0	880http://thechive.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	469	469	9e7c5ab7b3fbc61a497c0829d699763c	881http://thechive.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	469	469	fc4e093a4fb42e556a4971448743cf89	882http://thechive.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	470	470	68840203c2ef843c25214121f0b6d5cd	887http://pinteresthouse.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	470	470	70200f3978e4833893d47c5cbe99da4c	885http://pinteresthouse.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	470	470	70f22f8fdb66f9536107b51b5c173ba3	884http://pinteresthouse.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	470	470	d53e6ba8ca9a63cfc9c790ce3e002c19	886http://pinteresthouse.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	471	471	13dbe4e1af9974f1d9cdba10f9df4c7c	2060http://www.rentalcars.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	471	471	4cce7e0ed39f3894a6cc7f51c5b2e171	2059http://www.rentalcars.com/	2014-12-11	qlpatch	Definitely NO	1
samanthashook	471	471	978fc70e45f4a1bbd9c7d27ced915baf	2058http://www.rentalcars.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	473	473	0d89cb5e922d02c5d1c532e62589e2d2	894http://www.louisvuitton.com/	2014-12-10	qlpatch	Definitely NO	0
samanthashook	473	473	39277615e4943228b8fff1229c0ab2cc	897http://www.louisvuitton.com/	2014-12-10	qlpatch	Definitely NO	3
samanthashook	473	473	6c0dd8a4609452e88434fe4da2231ff6	896http://www.louisvuitton.com/	2014-12-10	qlpatch	Definitely NO	2
samanthashook	473	473	ae10cd4eacf14a3faf3abf322e7a39fc	899http://www.louisvuitton.com/	2014-12-10	qlpatch	Definitely NO	5
samanthashook	473	473	c7944eaa5f20da9370ac18b7ecaaf850	898http://www.louisvuitton.com/	2014-12-10	qlpatch	Definitely NO	4
samanthashook	473	473	c85cd588f8ce26ff05c41557843fef99	895http://www.louisvuitton.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	488	488	16ccb474982fafef73f40f64595b41d0	2092http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	4
samanthashook	488	488	406dbc43459f932aeedeaa8d5efbe5ec	2091http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	3
samanthashook	488	488	42c04bb1f5b4c01070403a773320255f	2093http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	5
samanthashook	488	488	62d71f07137c3f96f2aa9b141fa464d9	2094http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	6
samanthashook	488	488	73c5f55eab48ff5a7a2f6203d5cc4c4d	2090http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	2
samanthashook	488	488	8525d54a84f073823543d28f6ce51aaf	2095http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	7
samanthashook	488	488	c54e57e12cceab5136f3a6104506ecd6	2089http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	1
samanthashook	488	488	e7a51b40820e2efcfa874c373747626f	2088http://www.shutterfly.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	491	491	600db89699d928965e484f53b844033c	939http://www.mlb.com/	2014-12-11	qlpatch	Definitely NO	1
samanthashook	491	491	a11ea12de6fde4a03d148d5b83730ee2	938http://www.mlb.com/	2014-12-11	qlpatch	Uncertain	0
samanthashook	491	491	b556a8ea4a1c03d3dd33720b419914cf	940http://www.mlb.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	495	495	78f0b63dc8a160f8bb81348c2f989e9e	953http://pixlr.com/	2014-12-10	qlpatch	Uncertain	0
samanthashook	496	496	3f737523ec35047946f76cff1518d7de	2108http://www.wikipedia.org/	2014-12-10	qlpatch	NJ	3
samanthashook	496	496	60428f43e8486e067514cf6b2517e784	2109http://www.wikipedia.org/	2014-12-10	qlpatch	Uncertain	4
samanthashook	496	496	713b11a543a5f80013c7607cf0499e3a	2105http://www.wikipedia.org/	2014-12-10	qlpatch	Uncertain	0
samanthashook	496	496	7a952d7669798b7bf908a3936e4de53d	2106http://www.wikipedia.org/	2014-12-10	qlpatch	NJ	1
samanthashook	496	496	a61fb4a434b0c7b1f4cec51ed1d0093f	2110http://www.wikipedia.org/	2014-12-10	qlpatch	Uncertain	5
samanthashook	496	496	b82e637bf934f6fea270de64030a7224	2107http://www.wikipedia.org/	2014-12-10	qlpatch	NJ	2
samanthashook	496	496	c257fe07c0c686cc6099e325a8035252	2111http://www.wikipedia.org/	2014-12-10	qlpatch	NJ	6
samanthashook	497	497	05771a08667f5957f4480e8c271778a6	2113http://www.planetminecraft.com/	2014-12-11	qlpatch	Uncertain	1
samanthashook	497	497	18d9d71436c7e6e367484753833f2146	2114http://www.planetminecraft.com/	2014-12-11	qlpatch	Uncertain	2
samanthashook	497	497	711fe2ac8f8fa0f83be967e3ac542de9	2115http://www.planetminecraft.com/	2014-12-11	qlpatch	Uncertain	3
